Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
966f3062-aa22-4f18-b5e7-0e8017b05be5,ee5f9ebe-0bc7-4be2-ba09-07329fb9f0f9,Fully Paid,660132,Long Term,722,1634323,10+ years,Home Mortgage,Debt Consolidation,18931.03,16.7,NA,17,1,452713,927762,0,1
69dca294-57be-4ab8-989b-761a1359e6a4,70e8b7c3-5c89-43d9-91b2-54c5f82e6aeb,Fully Paid,25894,Short Term,748,1024727,8 years,Rent,Debt Consolidation,12723.73,10.2,NA,12,0,30590,492008,0,0
74d4f56d-aa1b-4af8-a18c-24e0811f5ac5,b2e263f2-7ca6-4def-ae66-425aca9a44ce,Fully Paid,553366,Short Term,,,< 1 year,Home Mortgage,Home Improvements,35698.91,21.5,47,17,0,305349,657184,0,0
e26f3217-9077-4443-9495-9ce8d2c1bd61,1c9b370f-8dce-4135-af08-8fdea9fcc3fa,Fully Paid,77132,Short Term,657,2093762,5 years,Rent,Medical Bills,47284.16,15.9,81,13,0,588449,703142,0,0
12e0bad0-ca5a-4c2d-8b7d-1e06db0f55e7,fe12ac96-f1c9-4ee1-8564-7b9c407be684,Fully Paid,128634,Short Term,695,463657,4 years,Home Mortgage,other,9891.4,8.7,16,9,0,76133,134178,0,0
37d4fb0d-df4c-4344-a208-576ebffa919e,016cec7a-d077-4efa-8ce1-01cb0c3f14ce,Fully Paid,429264,Short Term,735,1816571,8 years,Own Home,Debt Consolidation,34060.73,11.1,37,20,0,387353,1520398,0,0
21f08e86-53b1-4cd4-ba9e-5600ff241ccf,6d3ed03d-9b0f-4730-857f-2c31484bcb0c,Fully Paid,131032,Short Term,,,8 years,Home Mortgage,Debt Consolidation,2696.86,9.9,31,8,0,77520,255684,0,0
2e285c35-f248-48be-b741-b4aaba97b64d,d05982f1-bfcd-418f-add8-afcdd79c1e02,Charged Off,427988,Long Term,729,1624082,10+ years,Rent,Debt Consolidation,3640.78,19.2,NA,5,0,132088,378576,0,0
9bec1773-e298-4fec-bafc-5d133428eb06,597d860d-c890-4f31-b476-f8996bb8fdc4,Fully Paid,204248,Short Term,737,779893,5 years,Home Mortgage,Debt Consolidation,10788.39,23,NA,10,0,225663,588522,0,0
b2f32956-190b-41f9-8c1d-e53ac9073871,ce0e117f-d104-4681-82cb-4bbe32ca48dd,Fully Paid,653334,Short Term,722,2068891,10+ years,Own Home,Debt Consolidation,29309.21,21.3,53,9,0,294291,548724,0,0
e9657aac-9b76-4c77-93b5-209e29fee27c,19542fc0-6f7e-4e88-8d98-bb678d68ea30,Fully Paid,226336,Short Term,724,1409610,6 years,Rent,Debt Consolidation,6331.56,17,NA,5,4,79192,230428,0,4
8647fa47-1961-4d92-808c-657c4992f48d,fedd8518-ead5-4392-ba6a-78707a75a5c6,Fully Paid,99999999,Short Term,735,1520608,8 years,Home Mortgage,Debt Consolidation,20376.17,17.8,NA,4,0,12084,19800,0,0
2200603f-27ca-45dd-a67f-1f9bb76f74d7,6841d292-bf4d-4f08-bdef-b851643cee7f,Charged Off,216612,Short Term,722,897959,7 years,Own Home,Debt Consolidation,19006.65,10.7,NA,14,0,321670,955042,0,0
619184c2-461f-4c60-903a-08c917c16f63,f4a4857d-fdac-4f25-8886-607574527864,Charged Off,218130,Short Term,728,602832,5 years,Home Mortgage,Debt Consolidation,9142.8,17.6,26,10,0,202616,239888,0,0
1baeda9a-69c4-4155-98aa-90fabbb9dcae,ffe02306-8102-4c69-a514-72ef531ce7e1,Fully Paid,449768,Long Term,,,2 years,Home Mortgage,Debt Consolidation,31269.06,22.2,NA,10,0,403028,1515118,0,0
a9f65c85-2554-453d-9450-6ac90cb7acf7,07838ed8-d984-456f-bd10-308126ab9774,Fully Paid,431288,Short Term,738,1378165,10+ years,Home Mortgage,Debt Consolidation,33879.85,28.8,NA,15,1,280687,409838,1,0
1a1f6573-da9d-474e-895d-9d2684637462,ee5e2ea2-6641-428d-9770-455672dfdd17,Fully Paid,541794,Long Term,674,1538145,8 years,Home Mortgage,other,12766.67,33.7,64,9,0,300029,557634,0,0
7866b585-fb14-4413-9561-37fe175c9efc,2d1f095e-2db8-4c97-a8aa-557615b67804,Charged Off,448404,Short Term,746,1166220,10+ years,Home Mortgage,Debt Consolidation,19339.72,14.9,20,17,0,306907,504064,0,0
3213b287-a95b-4254-baf6-5c0f979a0b06,70f10338-c42a-442b-8d27-fd47fe3f6d39,Fully Paid,117854,Short Term,709,848958,10+ years,Home Mortgage,Debt Consolidation,15069.09,15.4,NA,10,0,404073,609994,0,0
8cb912c3-3bcd-4cd8-b96c-7691763ea3d8,e460bc99-b5fc-4b3b-979e-1e7c5be6c81d,Fully Paid,537196,Long Term,654,2551643,10+ years,Home Mortgage,Debt Consolidation,55072.83,27,NA,16,0,734597,1466542,0,0
603542ec-c336-49de-90d9-58f8fab3754e,63796095-b7b6-4f04-b17c-e77f3c799fa5,Fully Paid,196108,Short Term,715,865602,10+ years,Home Mortgage,Debt Consolidation,11397.34,18.8,29,11,1,185478,259402,1,0
54c518b3-cd8f-477d-aa17-8536dcff019b,6883114b-f6c5-4eec-8048-91be2a5068a7,Fully Paid,337656,Short Term,744,1205322,10+ years,Home Mortgage,Debt Consolidation,12254.05,11.4,NA,6,0,41876,119416,0,0
e51ef8f3-3372-4246-8945-2a90fc82312c,5ddd0f20-e1b7-490a-a3dd-dd36d0380664,Charged Off,441628,Short Term,,,< 1 year,Rent,Debt Consolidation,34469.61,16,46,5,0,58482,90530,0,0
ab15c740-d24e-4459-8de5-ad30cbf3c30c,f7f8e132-37ed-4cc7-a5f9-5d5dea766cdb,Fully Paid,448272,Long Term,716,1045285,10+ years,Home Mortgage,Debt Consolidation,16289.08,23,24,7,0,115558,157432,0,0
325ed087-17b2-4f90-8158-83c44b16a877,01af6fa9-b03b-4271-ad41-68144af5174c,Charged Off,581592,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,20455.02,17.5,NA,13,0,363983,629970,0,0
6d0453b0-ee88-4327-972f-b51d56b96693,f36aa067-20f8-4fc1-a4b3-ee8583e1771e,Charged Off,63140,Short Term,733,233681,< 1 year,Rent,Debt Consolidation,2122.49,14.9,NA,3,0,58463,119592,0,0
5483b285-a4ce-4a3a-9be4-c0aeb270da7c,a8cd0882-f4ae-44ed-bdba-b0fa88032f8d,Fully Paid,223344,Short Term,719,1157328,7 years,Rent,Debt Consolidation,24111,17.4,NA,8,0,100624,236830,0,0
39cd0661-ebda-4856-aff2-6256a68bb338,f5b57b23-e214-427a-8d8f-79e3120cc3f5,Fully Paid,436172,Long Term,744,1054747,4 years,Home Mortgage,Home Improvements,13623.76,22.2,NA,19,0,387315,2156110,0,0
5fe42313-e549-4a26-9f3c-3ac4aaae1f27,1b7eb5be-f3f3-4fbd-9ea9-f5375ded5692,Fully Paid,157146,Short Term,735,678566,6 years,Own Home,Debt Consolidation,12610.11,16.5,NA,7,0,116793,426602,0,0
fb499270-8e2c-47cf-a42f-ccf38e5075a8,2ea0bc45-2e41-4932-af65-e4ed6e8554cf,Fully Paid,178046,Short Term,716,2815781,10+ years,Home Mortgage,Debt Consolidation,18537.35,22.5,NA,9,0,486248,578666,0,0
ea0e3c8d-0a6b-4b03-a766-c310c5a22cd6,e25e2a25-19db-4100-97fc-18282b8c98a0,Fully Paid,99999999,Short Term,721,805733,10+ years,Home Mortgage,Debt Consolidation,12757.55,15.9,45,9,0,93347,195448,0,0
adb3d3a1-2086-466d-a942-c8f9a872650c,6c23d05e-c604-4b43-a6cb-7a0e44bad670,Fully Paid,99999999,Short Term,746,456646,10+ years,Home Mortgage,wedding,2481.02,18.8,56,5,0,0,0,0,0
c909f871-77cf-4490-b398-ad44a0a0e3b6,8cd8a9f1-ee07-4ba2-a0f8-87aa31435c90,Fully Paid,216194,Short Term,720,1077528,n/a,Home Mortgage,Debt Consolidation,8081.46,13.7,14,5,1,96463,174240,1,0
443f300e-5148-4c3e-a30f-afdaab26464c,baba73db-8398-4d46-be16-3344448fc21f,Fully Paid,430100,Short Term,739,1448655,10+ years,Home Mortgage,Debt Consolidation,23782.11,15.4,NA,13,0,400178,716188,0,0
cd4ef0f0-6b7c-41cc-8a12-4050e36ffbfe,22702252-ce3f-49f3-b62b-92022bf4c7fb,Fully Paid,562760,Short Term,738,1263652,3 years,Rent,Debt Consolidation,12426,13.1,NA,8,0,478021,684178,0,0
9b8d5df8-9c17-4d39-89c1-0ac70b118a86,dabfeeab-b80c-41ab-90ae-8d3549d3c72b,Fully Paid,215006,Short Term,,,n/a,Home Mortgage,Debt Consolidation,22042.47,29.1,NA,10,0,387714,464266,0,0
bb64cb91-b8c1-4d55-9de0-42ec5ef38462,df9f570e-c620-4065-a045-1fdb1441d8ca,Fully Paid,325622,Short Term,,,3 years,Rent,Debt Consolidation,8831.01,15.2,48,25,0,144172,415250,0,0
c0c9b71b-162e-4f8e-a2ee-26de21651243,efb8142e-318b-4c95-ab8a-0debf34bea04,Fully Paid,118998,Short Term,686,576327,10+ years,Home Mortgage,Debt Consolidation,10037.7,11.1,NA,11,0,320834,518144,0,0
e244fbd7-81d5-40e0-8ad4-4000439fd077,7d58405b-a575-43df-882d-3053fef20637,Charged Off,334356,Short Term,7490,1636318,2 years,Own Home,Home Improvements,25635.75,11.7,NA,15,0,271928,1363098,0,0
df4b82bb-96a1-45e7-aa9a-74cdcd223bcf,db57077a-6e13-425c-8e82-211c0e2f79c0,Fully Paid,266926,Long Term,725,1632936,n/a,Home Mortgage,Debt Consolidation,20139.43,16,NA,10,1,119586,422180,1,0
95c49c97-c5d5-4800-931d-0f8fc88977ef,191d6883-713d-4380-96d6-417a9cc0830d,Charged Off,224796,Short Term,681,573819,1 year,Own Home,Business Loan,4925.37,11.4,20,6,0,115862,296780,0,0
f7a05f1b-25c1-4d97-b56f-ebd162471bdd,26fa597c-e2b9-4873-8894-f3574e95503b,Fully Paid,401852,Long Term,725,1263785,10+ years,Home Mortgage,Debt Consolidation,15059.97,15.3,39,6,1,58482,101376,1,0
d60a23d1-23a2-4015-8ae1-d84d77d3c340,d75c5d50-9703-4571-85e9-37c19de411c5,Fully Paid,309540,Short Term,,,9 years,Home Mortgage,Debt Consolidation,26895.83,16.5,NA,12,0,79686,262108,0,0
15da1048-5668-4a1d-a3cc-86f30cf044fe,87630839-daf3-4eab-9d2a-f53837fbb87a,Fully Paid,273482,Long Term,693,1115699,10+ years,Home Mortgage,Debt Consolidation,13667.27,15.9,51,6,0,65683,109758,0,0
4fdfe36c-68ae-4f28-8851-6722ee8b867a,9d6258bf-f326-4fa5-8d51-c61c4e09ea84,Fully Paid,323708,Short Term,723,1640061,3 years,Rent,Debt Consolidation,21047.44,21.2,31,14,0,546782,924242,0,0
b7d53538-1d97-42cf-8a22-59713874f314,ceb55b24-7481-4290-a522-f9455d6f051c,Charged Off,88528,Short Term,696,993833,2 years,Rent,Debt Consolidation,2550.94,20.8,35,11,0,38532,241142,0,0
6f02554f-775f-46e4-91d7-445e272a94d3,30e80eb8-22e8-43b1-a927-6c98e5d1ff3c,Fully Paid,249568,Short Term,,,3 years,Home Mortgage,Debt Consolidation,12209.21,14.1,NA,17,0,300048,569536,0,0
b63b9da4-9c38-4aa9-9e4b-2013fb0112de,561f4e5e-1c14-48f6-a973-f88429fdc265,Fully Paid,99999999,Short Term,713,606290,7 years,Rent,Debt Consolidation,9145.08,14.7,NA,11,1,39026,122144,1,0
c0241114-8f87-4056-87a4-96213f9b975e,e18f7cf9-0093-4946-a878-e239f14f2db7,Fully Paid,416834,Short Term,,,8 years,Own Home,Debt Consolidation,17525.79,9.7,NA,13,0,219849,587884,0,0
afaa4d8a-47e0-4e6f-9663-33d8395b2a8d,735ddd4f-0c4a-41b8-ba3b-f52b98fa8e2e,Fully Paid,110902,Short Term,697,2202917,5 years,Rent,Debt Consolidation,30290.18,11.5,NA,20,0,104291,377366,0,0
feae86f5-6c35-406a-b1ce-65c3f70d7ab8,0abf8e06-2433-4009-8ad5-adf64ddc80c8,Fully Paid,132022,Short Term,727,855095,7 years,Rent,Debt Consolidation,14180.08,17.6,55,10,0,130131,251108,0,0
412394d9-b450-42dc-9b2f-3956948df8b6,1dc24b5e-f322-469b-a154-a15fea750baf,Fully Paid,277948,Short Term,707,1118948,10+ years,Rent,Debt Consolidation,29465.58,15.7,63,11,1,66994,129294,1,0
93894e00-dd76-48ef-b4ac-1f81dcabd653,33bf0df2-a905-4963-9d22-7375ee815b3d,Fully Paid,219186,Short Term,748,2233697,3 years,Home Mortgage,Debt Consolidation,14779.72,20.6,37,11,0,281618,939708,0,0
2bd7d9d7-8737-460a-8586-ef01949f0ed6,662a169b-55a7-49ff-be87-861f0fdbb357,Fully Paid,178684,Short Term,739,1176727,2 years,Rent,Debt Consolidation,19514.14,20.7,45,11,0,192337,281534,0,0
a05f653c-454b-4e70-b663-b310503fe2e3,9a9e3ed2-d6b2-47e3-b87a-312a5da73343,Fully Paid,108526,Short Term,743,1312045,7 years,Home Mortgage,Other,7380.17,19,56,10,1,71953,108504,0,0
c699da07-dea2-46e7-9dfc-d01f0b0959a2,bcd9849c-6b3a-4967-a7d2-fd071e621e77,Fully Paid,222156,Short Term,,,10+ years,Home Mortgage,Home Improvements,16960.54,15.9,NA,7,0,170563,339922,0,0
9c4d9da0-4169-4027-8f61-24aa1ec2369a,e50769c7-d01a-43af-b66d-9a13dc014f36,Fully Paid,205524,Short Term,676,1167132,n/a,Home Mortgage,Debt Consolidation,18479.59,22.5,41,19,0,592249,864754,0,0
6a171f24-fdee-4bc6-97db-1fb4d1ac04de,a3e68c54-ec6c-4f27-861b-d60025f36cde,Charged Off,134618,Short Term,746,968905,< 1 year,Rent,Debt Consolidation,16196.74,17,NA,17,0,202540,1061170,0,0
b0326c0f-13d0-4199-9527-699f7a6c4420,f83594ba-4d1d-45e2-ba80-5cf51e8c35f1,Fully Paid,94974,Short Term,694,301093,1 year,Rent,Debt Consolidation,4842.53,9.3,NA,7,0,162564,341000,0,0
b964ddac-6520-4da9-8227-d9c044bb7e42,9281ecfc-e6e4-42cf-97d9-bd7911ed4dae,Fully Paid,523248,Long Term,668,1468662,8 years,Own Home,Debt Consolidation,39286.68,14.8,NA,9,0,621585,906466,0,0
07c95227-607e-42de-92ae-06a432689fbe,847a26f1-a423-49df-ae24-9b604609ad92,Fully Paid,588544,Long Term,687,1491158,5 years,Home Mortgage,Debt Consolidation,15284.36,16.3,71,17,0,428963,1118722,0,0
57efe65e-f96b-45ab-82c7-101e400fe6ec,09c6f224-cf1f-4c50-b3ac-30c93dc5ff28,Fully Paid,99999999,Short Term,725,2229137,< 1 year,Rent,Debt Consolidation,14656.6,19.9,8,6,0,125742,224334,0,0
5037aa78-7fe5-4b4e-9602-32b07d16cdc0,ca4f90bc-7222-4792-9061-6b30772818bf,Fully Paid,319330,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,35750.4,42.4,69,17,2,381995,785598,0,2
8e4e0c65-36c8-47de-abef-0e1255353063,073e047d-fe1a-4d74-87e8-27fc569a9052,Fully Paid,391468,Short Term,742,629850,< 1 year,Rent,Debt Consolidation,10025.16,17.8,14,8,0,57570,169620,0,0
92b90212-4a50-48b1-932b-627eef184c79,f2c78905-f5de-4b37-97db-2b169ffb76a7,Fully Paid,99999999,Short Term,737,1054937,10+ years,Own Home,Debt Consolidation,15472.27,22.8,53,11,0,480434,881606,0,0
23d0b8f0-c6fe-4d2a-866f-b5e054a3727f,c793367c-0942-4d2b-b453-df38f94d345d,Charged Off,432168,Short Term,7360,1343642,10+ years,Rent,Debt Consolidation,21386.4,35,NA,16,0,351329,799216,0,0
85a94b7f-24ea-47db-94bc-a6181812ae11,d959a0ee-3b70-4344-a4ec-faecafd20145,Fully Paid,628474,Long Term,676,1235741,10+ years,Home Mortgage,Debt Consolidation,26568.46,26.5,7,12,0,252871,603702,0,0
4b310b6b-e773-4d5b-9bec-fcc0177cc345,a54d79f2-4314-4964-9c88-d1b2f0450a41,Charged Off,513524,Long Term,659,1115718,4 years,Rent,Debt Consolidation,28543.7,12.5,NA,11,0,469604,849618,0,0
9e4d48c6-3244-45d3-a5a2-9b598a01fd4d,a2a44277-fd9b-45ff-a28c-9a4c3678c41a,Charged Off,765006,Long Term,736,6606775,7 years,Own Home,Debt Consolidation,5780.94,24.1,43,11,0,369170,1978966,0,0
8438a115-3c00-4c7a-ad58-88ebf9685b36,597b6a21-89f4-4c78-83a4-ab24a7725c52,Charged Off,141636,Short Term,7160,1051175,1 year,Home Mortgage,Debt Consolidation,13227.04,12.5,18,12,0,151791,201322,0,0
1fc5da2f-ed2d-4198-a200-89eb08f98fc1,df888b2a-d3e8-4351-93b6-acf3ab7e17c6,Fully Paid,99999999,Short Term,750,931095,4 years,Rent,other,2498.5,15.5,NA,5,0,71459,220044,0,0
b664bc81-2149-4260-af25-c2f5cb28caaa,1ccd46bb-adc7-4676-a406-f3eeb3dbb284,Fully Paid,130328,Short Term,740,1707207,2 years,Rent,Buy a Car,12647.73,23,NA,12,0,445721,757834,0,0
b90a7ede-df96-417e-9a71-2915e634175f,9f4ebd2a-621d-44c3-b4cc-02952d3227e6,Fully Paid,268664,Long Term,718,1160178,< 1 year,Rent,Debt Consolidation,16049.11,13.3,NA,9,0,318839,818576,0,0
17fe4532-e1a7-4fc5-a218-e7911bd2918e,642ec47d-8e65-4bbe-908b-a440ad279979,Fully Paid,753368,Short Term,,,7 years,Home Mortgage,Other,75878.02,43.3,NA,19,0,834784,1378872,0,0
c5a1a3e9-da4a-4c9e-8d29-2907c613b82f,a239a831-642f-4cf8-926c-beac6ee5f36d,Fully Paid,448712,Long Term,696,1264602,n/a,Home Mortgage,Debt Consolidation,33722.91,16.7,22,28,2,328054,895906,0,2
c4f5b500-b72f-4460-b401-95f5e1af4c94,a5590971-4224-4f70-bfc1-a561c65e01ec,Fully Paid,334686,Short Term,742,963490,10+ years,Home Mortgage,Debt Consolidation,12284.45,20.5,58,15,0,406220,863060,0,0
f783ec1d-8691-4044-b281-cc7c4e4e41c7,b80882aa-56b6-4e07-9897-c33e506ec24e,Fully Paid,125004,Short Term,,,5 years,Rent,Other,27041.75,19.5,31,18,1,247342,667568,1,0
aaa927f5-d819-4226-a23f-2f363c0b36e2,7e53c8ce-62b4-4587-89f0-76b039b0ea1a,Fully Paid,99999999,Short Term,728,311372,< 1 year,Rent,Debt Consolidation,1873.4,10.5,NA,3,0,92378,122958,0,0
34dfd022-0224-4d8f-aef8-42c35f69d249,58fe46dc-0b80-43db-8df9-80b7fb75924d,Charged Off,242616,Short Term,,,4 years,Home Mortgage,Debt Consolidation,41396.25,18,NA,9,0,522690,745338,0,0
d5414400-dc97-4cfb-9a26-88b9e5f723fd,aed4c830-c921-4cd4-8fc8-f2622828d3e9,Fully Paid,175076,Short Term,742,748486,8 years,Rent,other,7983.8,36.4,NA,7,0,184490,240856,0,0
856dcc54-b0d4-4e77-ad0d-8f313b65c62c,2b0b8447-335c-408d-9226-919788601a79,Charged Off,107712,Short Term,744,576688,10+ years,Rent,Debt Consolidation,7256.67,13.5,NA,15,0,263321,671572,0,0
d4508018-a6d0-4b6f-88ca-36002d4df521,78d34582-bfa9-4905-87f6-e2388392350e,Fully Paid,155210,Short Term,744,1053265,6 years,Home Mortgage,Debt Consolidation,17466.51,13.3,NA,8,0,492841,640464,0,0
b9522810-5692-491c-b57a-fda4a145e32e,8980f73f-9444-476b-9f9d-a03b7cbca798,Fully Paid,99999999,Short Term,747,914432,8 years,Home Mortgage,Debt Consolidation,15088.09,16.6,NA,8,0,202084,403458,0,0
9027982e-1069-426a-b2fa-b6f9c60a5a6e,a4daa4ec-bafe-4c1b-960e-905b5b2644f0,Fully Paid,712404,Long Term,618,6283072,2 years,Rent,Other,20262.93,14.7,45,10,1,135641,358556,1,0
6ec15fe6-483a-4fc4-bba3-6f49c3357cd9,b183e74e-c2f5-44ca-82bb-edfb87dca58c,Fully Paid,753610,Long Term,676,2212835,10+ years,Home Mortgage,Debt Consolidation,35221.06,17.2,NA,17,0,579158,1086866,0,0
14d6e94c-e9d7-4317-a34e-2c1687fd8b84,cc8b7adc-f294-45d6-9348-240f1899f6cf,Fully Paid,154748,Short Term,748,1603657,8 years,Home Mortgage,other,8539.55,29.2,NA,11,0,9842,1425820,0,0
bb2a0990-243e-4e68-bea4-b13e00f4fde9,dcc6ab9d-f70d-4b50-975e-4c165c09b9af,Charged Off,251416,Short Term,720,1057293,6 years,Home Mortgage,Buy a Car,13480.5,9,NA,12,0,138377,222838,0,0
c9eeb38d-03fc-4a5f-bcf8-753dd041ec71,445a6146-6b1f-47c1-8550-cf396f30d24b,Fully Paid,764390,Long Term,705,1603220,2 years,Home Mortgage,Debt Consolidation,34869.75,30.6,50,15,0,425448,1089902,0,0
1da877ab-2fa5-4fcf-a4bb-900d09e85958,d1eeca26-b38a-4b30-8687-9572e214c88f,Charged Off,215006,Short Term,,,2 years,Rent,Debt Consolidation,20639.13,11.9,74,9,0,76551,284130,0,0
1461827a-0a27-4c8d-8e1a-dae45cb4c757,a516d48a-155e-4cbb-8710-43bddd55b655,Fully Paid,616902,Long Term,647,1405772,< 1 year,Own Home,Debt Consolidation,18626.27,17.9,64,4,0,317338,433818,0,0
a145decf-d736-44dd-9da0-44d87cfeb59e,6e74edf5-0498-4171-9123-f7f637520240,Fully Paid,99999999,Short Term,716,2848575,< 1 year,Home Mortgage,Home Improvements,23263.41,31.5,10,14,0,371051,1053052,0,0
f94a3e2f-088a-480f-a303-7ebf96ffafe6,f4e50dd6-fd48-4d7d-8f4c-c4da73af8194,Fully Paid,99999999,Short Term,743,773300,10+ years,Own Home,Debt Consolidation,16174.89,14.1,NA,19,0,450908,1549284,0,0
7cc402ac-27ef-4b61-b331-0ba0db642ed5,87c44b01-2054-49f0-872d-cd0f4e503385,Fully Paid,447788,Short Term,,,2 years,Home Mortgage,Debt Consolidation,6497.05,21.2,8,5,0,806379,2074886,0,0
cd5c69da-8a2a-4164-ad42-69658fee2f22,58e605ce-de2a-4851-9126-022c7591fc2f,Fully Paid,170962,Short Term,710,598082,6 years,Rent,Debt Consolidation,7426.15,12.8,5,14,0,117211,622534,0,0
bd2af0e3-28aa-4a82-b7e0-acca63d29f13,ffbd01e5-5886-47fa-82e7-0c29cb14f30f,Fully Paid,99999999,Short Term,704,1160862,6 years,Home Mortgage,Debt Consolidation,25442.14,14.8,13,9,0,607202,730092,0,0
0cdd5b37-145f-42df-b75c-d22b8aaeea33,5f88aa1b-7526-47b4-99cf-51671f27817c,Charged Off,340362,Short Term,,,10+ years,Rent,Debt Consolidation,22936.8,23.3,35,19,0,427025,1242340,0,0
de0d812e-79f5-42ff-8b3b-5b121d5cb887,7d0315cd-ebd7-4580-b1fd-5396d5719556,Fully Paid,332222,Short Term,746,891119,3 years,Rent,Debt Consolidation,11733.07,23.8,42,9,0,293683,717420,0,0
9b268bcb-a8e6-48bc-9b03-20a13145a2ea,6885de95-8a49-4ddb-a8da-b4d3bbb88190,Fully Paid,99999999,Short Term,733,1803936,2 years,Home Mortgage,Debt Consolidation,10988.84,24.5,NA,13,0,418133,1315666,0,0
34c8aa29-3169-4d34-beb0-2b90dff490fa,f17b80fe-d2b7-4015-944a-b61b9ec5f13a,Fully Paid,99999999,Short Term,743,1496193,2 years,Home Mortgage,Debt Consolidation,17081.57,20.7,33,11,0,176567,276298,0,0
a9115594-5859-41dd-a067-c295f173e3ea,6f0fb886-cacf-4e15-82cb-d125472a0c7b,Fully Paid,440132,Long Term,676,1292380,6 years,Home Mortgage,Debt Consolidation,4157.2,15.6,69,3,0,150822,219956,0,0
9611e0bb-b99c-4054-9476-3c015ca7be36,2ee68db3-8790-494b-b328-c308a1234cd1,Charged Off,403414,Long Term,,,6 years,Home Mortgage,Debt Consolidation,14597.13,20.7,51,11,0,71212,91916,0,0
ecfe1204-c6fc-467b-bca8-98de2559bc77,0c4d94c3-2e19-4e78-a4f2-bc6e3b40d5cb,Fully Paid,112574,Short Term,729,1555416,10+ years,HaveMortgage,Take a Trip,10706.5,13.7,40,13,0,86507,770440,0,0
a8ef62a1-843c-4858-8ad5-30f421106d67,b594bff7-3030-4318-933e-427e57129cb7,Fully Paid,88198,Short Term,741,825968,< 1 year,Home Mortgage,Debt Consolidation,3407.08,14.2,NA,9,0,112727,725098,0,0
75881204-9300-4bfe-ae76-524e48b636e0,865bd443-5b86-4b07-9218-8dffe43209fc,Fully Paid,764544,Long Term,703,1697859,6 years,Home Mortgage,Home Improvements,17685.96,25.5,31,10,1,300789,657118,1,0
fb357e99-ef8e-4433-a9f6-90706220f01a,3ba73ec7-aa01-49b2-beb0-53eaab294c0a,Fully Paid,224642,Short Term,741,1056039,2 years,Rent,Debt Consolidation,14080.33,38.5,NA,7,0,252320,1047200,0,0
510aab2c-f7f9-4369-acc6-38c821fc1e0a,f06b759a-06f2-4061-b10a-b09e05b04d82,Fully Paid,446336,Long Term,683,1117865,7 years,Home Mortgage,Debt Consolidation,7573.59,15.9,36,4,1,148960,238898,1,0
fb70a112-7685-4558-b432-398ddd1cc2d8,ef3ea28c-01b1-478a-aa98-4ea0b3398a15,Charged Off,447656,Short Term,732,1585113,10+ years,Home Mortgage,Debt Consolidation,20342.16,17.4,NA,8,0,309054,503316,0,0
c1e5cefb-1476-4440-ada7-c8ecb6c03280,271886d9-a9f9-4d48-b335-c6386e852408,Charged Off,261910,Short Term,675,1438509,6 years,Own Home,other,24334.82,15.6,NA,9,1,74214,767272,1,0
25abb2db-777a-4bad-b11b-62e68b15362b,4eab7a13-91ce-450a-8d34-e85e2c11570a,Fully Paid,746372,Long Term,715,2302116,n/a,Home Mortgage,Debt Consolidation,40670.64,24.4,NA,14,0,620996,1461482,0,0
9319940e-c671-4ac8-961e-4ef321352acc,b2f2d7d2-e4c6-4f63-8dc0-e6ef40555d4a,Fully Paid,146982,Short Term,670,981578,10+ years,Rent,Debt Consolidation,25030.22,22.5,76,19,0,532589,828872,0,0
7f15dcd4-0148-4082-ae15-50798c38d908,c98e31fb-7471-4a58-9cb7-a04c8104abd8,Fully Paid,533698,Long Term,699,1853298,1 year,Rent,Debt Consolidation,30270.61,21.6,72,18,0,342209,589644,0,0
229b2af2-d06d-43aa-acb1-b7788cfdf705,78975426-c4c4-4fe8-87d9-2f067a3130cf,Fully Paid,316514,Short Term,,,< 1 year,Rent,Debt Consolidation,12437.59,16.9,NA,13,0,413060,582560,0,0
f3217133-1dbe-49f5-a66d-d3bb434891d0,535b4968-b8f8-45a0-8840-796cc7ec0098,Charged Off,563068,Long Term,623,2094807,< 1 year,Rent,Debt Consolidation,35960.92,12.1,NA,17,0,580203,917774,0,0
0bd219a1-d1bf-4e13-9819-3e9aef1ea6fa,f104bb8f-a70d-4e89-8dae-81db356d8452,Fully Paid,163482,Short Term,711,564756,10+ years,Rent,Buy a Car,6447.65,12.4,NA,9,0,216809,318186,0,0
a111a0b5-f2a2-4ef6-8eed-a2f0394d8d4a,8b3823d4-d69f-48cc-b829-a97174e1d5fa,Fully Paid,173316,Short Term,744,954275,2 years,Home Mortgage,Debt Consolidation,6457.15,13.2,NA,5,0,327541,780384,0,0
9e3fe95c-0305-4314-bd81-aee93ea6d07e,fc22174a-fbb3-4cc5-bbbe-37846690c20a,Charged Off,133936,Short Term,639,347035,1 year,Home Mortgage,Home Improvements,6969.39,15.4,22,10,0,68742,151910,0,0
